Latitude (decimal degrees):	-23.553
Longitude (decimal degrees):	-46.553
Elevation (m):	780
Radiation database:	PVGIS-SARAH3


Slope: 25 deg. (optimum)
Azimuth: -169 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	10.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20231004:2003,44.7,15.39,13.33,24.11,0.14,0.0
20231004:2103,0.0,0.0,0.0,23.82,1.72,0.0
20231004:2203,0.0,0.0,0.0,23.52,2.34,0.0
20231004:2303,0.0,0.0,0.0,23.14,2.21,0.0
20231005:0003,0.0,0.0,0.0,22.81,2.48,0.0
20231005:0103,0.0,0.0,0.0,22.67,2.83,0.0
20231005:0203,0.0,0.0,0.0,22.84,2.97,0.0
20231005:0303,0.0,0.0,0.0,22.86,3.66,0.0
20231005:0403,0.0,0.0,0.0,23.16,4.48,0.0
20231005:0503,0.0,0.0,0.0,23.3,4.76,0.0
20231005:0603,0.0,0.0,0.0,23.32,5.1,0.0
20231005:0703,0.0,0.0,0.0,20.76,2.62,0.0
20231005:0803,0.0,0.0,0.0,20.68,2.69,0.0
20231005:0903,0.0,4.81,4.03,20.68,2.55,0.0
20231005:1003,1261.5,175.22,17.78,21.35,2.34,0.0
20231005:1103,4165.9,549.19,31.45,22.9,2.34,0.0
20231005:1203,3811.8,503.4,44.81,24.85,3.1,0.0
20231005:1303,6672.5,929.1,57.35,27.12,3.66,0.0
20231005:1403,6099.6,847.48,67.52,28.69,3.93,0.0
20231005:1503,5352.3,735.89,70.96,28.74,3.79,0.0
20231005:1603,4876.3,673.63,64.73,28.85,2.62,0.0
20231005:1703,3127.6,422.57,53.51,27.57,2.07,0.0
20231005:1803,3032.9,403.32,40.62,24.68,2.0,0.0
20231005:1903,2713.0,368.64,27.13,22.32,2.34,0.0
20231005:2003,554.5,86.91,13.41,20.9,2.48,0.0
20231005:2103,0.0,0.0,0.0,20.02,2.14,0.0
20231005:2203,0.0,0.0,0.0,19.38,1.86,0.0
20231005:2303,0.0,0.0,0.0,19.04,2.0,0.0
20231006:0003,0.0,0.0,0.0,18.85,1.93,0.0
20231006:0103,0.0,0.0,0.0,18.57,1.52,0.0
20231006:0203,0.0,0.0,0.0,18.45,1.59,0.0
20231006:0303,0.0,0.0,0.0,18.57,1.72,0.0
20231006:0403,0.0,0.0,0.0,18.57,1.72,0.0
20231006:0503,0.0,0.0,0.0,18.57,1.66,0.0
20231006:0603,0.0,0.0,0.0,18.6,1.72,0.0
20231006:0703,0.0,0.0,0.0,18.33,1.24,0.0
20231006:0803,0.0,0.0,0.0,18.61,1.86,0.0
20231006:0903,51.4,16.98,4.25,19.03,2.14,0.0
20231006:1003,1503.8,205.6,18.0,20.14,1.93,0.0
20231006:1103,3386.6,443.79,31.68,22.84,2.34,0.0
20231006:1203,5722.6,779.53,45.06,25.36,2.76,0.0
20231006:1303,6403.4,898.51,57.64,27.7,3.03,0.0
20231006:1403,7024.6,1016.91,67.88,29.37,2.97,0.0
20231006:1503,6955.0,1019.88,71.33,30.27,2.55,0.0
20231006:1603,4963.2,699.9,64.98,30.69,2.0,0.0
20231006:1703,4734.9,663.92,53.67,30.15,1.59,0.0
20231006:1803,3958.3,550.71,40.73,29.3,0.69,0.0
20231006:1903,2588.5,369.98,27.22,28.63,0.0,0.0
20231006:2003,464.0,76.58,13.5,27.83,0.97,0.0
20231006:2103,0.0,0.0,0.0,26.06,1.59,0.0
20231006:2203,0.0,0.0,0.0,24.72,1.66,0.0
20231006:2303,0.0,0.0,0.0,24.0,2.0,0.0
20231007:0003,0.0,0.0,0.0,23.56,2.0,0.0
20231007:0103,0.0,0.0,0.0,23.32,1.93,0.0
20231007:0203,0.0,0.0,0.0,23.07,1.86,0.0
20231007:0303,0.0,0.0,0.0,22.74,2.0,0.0
20231007:0403,0.0,0.0,0.0,22.62,2.21,0.0
20231007:0503,0.0,0.0,0.0,22.79,2.55,0.0
20231007:0603,0.0,0.0,0.0,22.99,2.9,0.0
20231007:0703,0.0,0.0,0.0,23.46,3.03,0.0
20231007:0803,0.0,0.0,0.0,23.74,3.52,0.0
20231007:0903,77.4,22.27,4.47,23.84,3.72,0.0
20231007:1003,1935.8,267.23,18.21,25.09,3.86,0.0
20231007:1103,4111.8,542.84,31.9,26.94,4.69,0.0
20231007:1203,5503.8,733.52,45.31,28.44,6.14,0.0
20231007:1303,4249.8,563.65,57.93,29.14,7.03,0.0
20231007:1403,5764.4,782.01,68.25,29.59,6.28,0.0
20231007:1503,5136.3,694.88,71.7,28.91,5.31,0.0
20231007:1603,3800.7,512.85,65.22,28.63,3.66,0.0
20231007:1703,1015.5,147.17,53.82,28.77,2.55,0.0
20231007:1803,626.5,96.19,40.84,26.3,3.03,0.0
20231007:1903,171.2,35.59,27.31,27.21,2.55,0.0
20231007:2003,44.4,15.39,13.58,25.44,1.59,0.0
20231007:2103,0.0,0.0,0.0,24.16,1.17,0.0
20231007:2203,0.0,0.0,0.0,23.13,1.86,0.0
20231007:2303,0.0,0.0,0.0,21.92,2.07,0.0
20231008:0003,0.0,0.0,0.0,21.63,2.07,0.0
20231008:0103,0.0,0.0,0.0,21.69,1.66,0.0
20231008:0203,0.0,0.0,0.0,21.6,1.17,0.0
20231008:0303,0.0,0.0,0.0,21.13,1.93,0.0
20231008:0403,0.0,0.0,0.0,20.88,1.93,0.0
20231008:0503,0.0,0.0,0.0,20.88,1.66,0.0
20231008:0603,0.0,0.0,0.0,20.77,1.52,0.0
20231008:0703,0.0,0.0,0.0,20.05,2.0,0.0
20231008:0803,0.0,0.0,0.0,20.01,1.86,0.0
20231008:0903,25.1,11.54,4.69,20.29,2.55,0.0
20231008:1003,696.2,102.88,18.43,20.77,2.55,0.0
20231008:1103,888.1,126.97,32.12,21.64,2.21,0.0
20231008:1203,874.1,126.01,45.55,22.93,1.93,0.0
20231008:1303,460.5,74.06,58.22,23.51,1.1,0.0
20231008:1403,1703.8,231.81,68.61,24.02,0.9,0.0
20231008:1503,3130.0,421.41,72.07,25.04,1.24,0.0
20231008:1603,3182.1,432.46,65.46,26.52,1.03,0.0
20231008:1703,1602.8,222.19,53.97,27.06,0.76,0.0
20231008:1803,1268.6,178.91,40.95,26.63,0.55,0.0
20231008:1903,1799.0,246.66,27.4,24.35,0.76,0.0
20231008:2003,516.6,82.78,13.67,23.97,1.38,0.0
20231008:2103,0.0,0.0,0.0,22.74,1.31,0.0
20231008:2203,0.0,0.0,0.0,21.73,1.17,0.0
20231008:2303,0.0,0.0,0.0,21.38,0.76,0.0
20231009:0003,0.0,0.0,0.0,21.3,0.28,0.0
20231009:0103,0.0,0.0,0.0,21.34,1.79,0.0
20231009:0203,0.0,0.0,0.0,21.33,3.52,0.0
20231009:0303,0.0,0.0,0.0,21.16,4.62,0.0
20231009:0403,0.0,0.0,0.0,21.07,4.55,0.0
20231009:0503,0.0,0.0,0.0,21.04,4.07,0.0
20231009:0603,0.0,0.0,0.0,21.05,3.59,0.0
20231009:0703,0.0,0.0,0.0,20.48,3.31,0.0
20231009:0803,0.0,0.0,0.0,20.18,2.9,0.0
20231009:0903,137.5,32.84,4.9,19.84,3.17,0.0
20231009:1003,815.9,117.23,18.64,19.7,3.03,0.0
20231009:1103,446.1,71.18,32.34,20.35,2.28,0.0
20231009:1203,3536.5,462.43,45.78,21.24,2.0,0.0
20231009:1303,2977.0,391.36,58.5,21.77,1.93,0.0
20231009:1403,5237.2,708.3,68.96,22.45,2.14,0.0
20231009:1503,4977.0,668.85,72.44,22.38,2.28,0.0
20231009:1603,5182.3,695.96,65.7,22.4,2.48,0.0
20231009:1703,4332.0,569.6,54.12,21.45,2.55,0.0
20231009:1803,2633.6,342.82,41.06,20.71,2.69,0.0
20231009:1903,178.2,35.59,27.49,19.99,3.79,0.0
20231009:2003,46.2,15.39,13.75,19.26,3.79,0.0
20231009:2103,0.0,0.0,0.0,18.39,3.52,0.0
20231009:2203,0.0,0.0,0.0,17.92,3.03,0.0
20231009:2303,0.0,0.0,0.0,17.51,2.69,0.0
20231010:0003,0.0,0.0,0.0,17.35,2.55,0.0
20231010:0103,0.0,0.0,0.0,17.2,2.48,0.0
20231010:0203,0.0,0.0,0.0,17.08,2.14,0.0
20231010:0303,0.0,0.0,0.0,17.13,2.14,0.0
20231010:0403,0.0,0.0,0.0,17.06,2.0,0.0
20231010:0503,0.0,0.0,0.0,16.97,1.79,0.0
20231010:0603,0.0,0.0,0.0,16.83,1.66,0.0
20231010:0703,0.0,0.0,0.0,16.0,1.45,0.0
20231010:0803,0.0,0.0,0.0,16.03,1.45,0.0
20231010:0903,52.8,16.35,5.11,15.94,1.52,0.0
20231010:1003,1022.9,141.43,18.84,16.8,2.07,0.0
20231010:1103,2492.8,320.71,32.55,17.78,2.14,0.0
20231010:1203,1664.4,220.27,46.02,18.98,2.34,0.0
20231010:1303,5149.5,682.03,58.77,20.72,2.76,0.0
20231010:1403,3740.3,490.49,69.32,22.0,3.03,0.0
20231010:1503,5846.7,794.19,72.81,22.81,2.97,0.0
20231010:1603,5817.0,787.63,65.94,22.88,3.03,0.0
20231010:1703,5129.1,680.46,54.27,22.47,3.24,0.0
20231010:1803,3175.5,413.83,41.16,22.32,3.45,0.0
20231010:1903,575.0,87.53,27.58,21.05,4.21,0.0
20231010:2003,51.6,16.35,13.84,19.8,4.28,0.0
20231010:2103,0.0,0.0,0.0,18.52,3.86,0.0
20231010:2203,0.0,0.0,0.0,17.8,3.45,0.0
20231010:2303,0.0,0.0,0.0,17.69,3.45,0.0
20231011:0003,0.0,0.0,0.0,17.49,3.38,0.0
20231011:0103,0.0,0.0,0.0,17.33,3.52,0.0
20231011:0203,0.0,0.0,0.0,17.29,3.45,0.0
20231011:0303,0.0,0.0,0.0,17.35,3.38,0.0
20231011:0403,0.0,0.0,0.0,17.36,2.9,0.0
20231011:0503,0.0,0.0,0.0,17.34,2.62,0.0
20231011:0603,0.0,0.0,0.0,17.14,2.0,0.0
20231011:0703,0.0,0.0,0.0,17.42,1.93,0.0
20231011:0803,0.0,0.0,0.0,17.23,1.79,0.0
20231011:0903,36.0,13.47,5.31,16.96,1.72,0.0
20231011:1003,975.3,136.54,19.05,18.48,1.86,0.0
20231011:1103,4160.5,543.1,32.76,20.91,2.41,0.0
20231011:1203,6149.9,840.43,46.25,23.42,2.55,0.0
20231011:1303,7032.7,999.22,59.05,25.91,2.76,0.0
20231011:1403,7433.5,1080.46,69.67,28.03,3.03,0.0
20231011:1503,7460.2,1086.97,73.17,29.6,3.45,0.0
20231011:1603,6975.1,1002.01,66.17,30.55,3.66,0.0
20231011:1703,6020.5,846.05,54.41,30.84,3.45,0.0
20231011:1803,4562.4,629.09,41.27,30.52,2.76,0.0
20231011:1903,2557.5,360.68,27.67,30.12,2.55,0.0
20231011:2003,688.1,127.11,13.93,28.72,1.38,0.0
20231011:2103,0.0,0.0,0.0,26.29,1.03,0.0
20231011:2203,0.0,0.0,0.0,23.98,0.83,0.0
20231011:2303,0.0,0.0,0.0,23.67,0.34,0.0
20231012:0003,0.0,0.0,0.0,22.67,0.55,0.0
20231012:0103,0.0,0.0,0.0,21.79,1.1,0.0
20231012:0203,0.0,0.0,0.0,20.47,1.52,0.0
20231012:0303,0.0,0.0,0.0,19.83,1.79,0.0
20231012:0403,0.0,0.0,0.0,19.25,2.0,0.0
20231012:0503,0.0,0.0,0.0,18.84,2.07,0.0
20231012:0603,0.0,0.0,0.0,18.52,2.14,0.0
20231012:0703,0.0,0.0,0.0,19.98,1.17,0.0
20231012:0803,0.0,0.0,0.0,20.55,1.1,0.0
20231012:0903,20.4,10.58,5.52,19.58,1.38,0.0
20231012:1003,1081.4,152.09,19.25,21.36,1.1,0.0
20231012:1103,3678.0,491.76,32.97,24.95,1.59,0.0
20231012:1203,5514.4,753.2,46.47,27.04,3.03,0.0
20231012:1303,3805.6,512.07,59.31,28.76,4.0,0.0
20231012:1403,3486.6,470.8,70.01,30.09,4.62,0.0
20231012:1503,609.8,95.23,73.54,29.55,4.34,0.0
20231012:1603,2933.5,395.82,66.4,29.65,4.34,0.0
20231012:1703,635.1,98.11,54.56,28.41,3.45,0.0
20231012:1803,315.4,55.79,41.38,27.3,2.69,0.0
20231012:1903,180.9,36.55,27.76,23.91,1.86,0.0
20231012:2003,50.8,16.35,14.02,22.18,1.59,0.0
20231012:2103,0.0,0.0,0.0,21.46,1.1,0.0
20231012:2203,0.0,0.0,0.0,21.14,0.9,0.0
20231012:2303,0.0,0.0,0.0,20.57,1.86,0.0
20231013:0003,0.0,0.0,0.0,19.56,2.76,0.0
20231013:0103,0.0,0.0,0.0,18.48,2.97,0.0
20231013:0203,0.0,0.0,0.0,17.8,2.83,0.0
20231013:0303,0.0,0.0,0.0,17.37,3.17,0.0
20231013:0403,0.0,0.0,0.0,17.07,3.17,0.0
20231013:0503,0.0,0.0,0.0,16.78,3.72,0.0
20231013:0603,0.0,0.0,0.0,16.47,3.66,0.0
20231013:0703,0.0,0.0,0.0,16.54,2.83,0.0
20231013:0803,0.0,0.0,0.0,16.44,3.03,0.0
20231013:0903,0.0,4.81,5.72,16.27,3.31,0.0
20231013:1003,304.7,51.94,19.44,16.2,3.79,0.0
20231013:1103,1147.8,154.86,33.17,16.34,3.86,0.0
20231013:1203,2034.2,261.57,46.69,16.77,3.93,0.0
20231013:1303,1449.7,191.41,59.57,16.93,3.93,0.0
20231013:1403,751.7,107.73,70.35,17.24,4.14,0.0
20231013:1503,1297.6,173.14,73.9,16.99,4.21,0.0
20231013:1603,1827.9,236.62,66.62,16.75,4.14,0.0
20231013:1703,1068.0,145.24,54.7,16.33,4.21,0.0
20231013:1803,612.6,90.42,41.48,16.31,4.48,0.0
20231013:1903,189.0,36.55,27.85,16.08,4.14,0.0
20231013:2003,53.0,16.35,14.11,15.44,4.0,0.0
20231013:2103,0.0,0.0,0.0,15.09,3.86,0.0
20231013:2203,0.0,0.0,0.0,14.74,3.52,0.0
20231013:2303,0.0,0.0,0.0,14.56,3.31,0.0
20231014:0003,0.0,0.0,0.0,14.61,3.24,0.0
20231014:0103,0.0,0.0,0.0,14.61,3.24,0.0
20231014:0203,0.0,0.0,0.0,14.61,3.03,0.0
20231014:0303,0.0,0.0,0.0,14.64,2.97,0.0
20231014:0403,0.0,0.0,0.0,14.62,2.97,0.0
20231014:0503,0.0,0.0,0.0,14.65,3.1,0.0
20231014:0603,0.0,0.0,0.0,14.62,2.83,0.0
20231014:0703,0.0,0.0,0.0,14.38,2.97,0.0
20231014:0803,0.0,0.0,0.0,14.39,2.9,0.0
20231014:0903,26.2,11.54,5.91,14.42,2.9,0.0
20231014:1003,642.0,93.53,19.64,14.61,3.1,0.0
20231014:1103,498.2,75.99,33.36,14.83,3.31,0.0
20231014:1203,551.5,82.72,46.9,15.5,3.66,0.0
20231014:1303,1661.9,216.42,59.83,16.26,3.66,0.0
20231014:1403,1729.5,225.08,70.69,16.82,3.72,0.0
20231014:1503,2334.1,299.14,74.26,17.34,4.0,0.0
20231014:1603,2699.4,343.83,66.84,17.28,4.21,0.0
20231014:1703,1295.8,173.14,54.84,17.34,4.34,0.0
20231014:1803,501.7,76.95,41.59,16.79,4.41,0.0
20231014:1903,188.8,36.55,27.94,16.32,4.14,0.0
20231014:2003,64.5,18.28,14.2,15.97,4.07,0.0
20231014:2103,0.0,0.0,0.0,15.64,3.79,0.0
20231014:2203,0.0,0.0,0.0,15.3,3.72,0.0
20231014:2303,0.0,0.0,0.0,15.09,3.59,0.0
20231015:0003,0.0,0.0,0.0,14.97,3.66,0.0
20231015:0103,0.0,0.0,0.0,14.88,3.45,0.0
20231015:0203,0.0,0.0,0.0,14.86,3.1,0.0
20231015:0303,0.0,0.0,0.0,14.9,2.97,0.0
20231015:0403,0.0,0.0,0.0,14.92,2.83,0.0
20231015:0503,0.0,0.0,0.0,14.96,2.62,0.0
20231015:0603,0.0,0.0,0.0,15.01,2.48,0.0
20231015:0703,0.0,0.0,0.0,15.34,2.69,0.0
20231015:0803,0.0,0.0,0.0,15.4,2.41,0.0
20231015:0903,184.8,37.91,6.11,15.52,2.48,0.0
20231015:1003,1009.8,139.14,19.82,16.07,2.41,0.0
20231015:1103,1732.0,226.32,33.56,17.0,2.28,0.0
20231015:1203,2344.0,303.37,47.11,18.11,2.14,0.0
20231015:1303,5607.7,750.28,60.08,19.06,1.93,0.0
20231015:1403,6832.2,952.8,71.02,20.23,1.86,0.0
20231015:1503,7046.0,996.64,74.61,21.22,1.79,0.0
20231015:1603,6548.1,904.3,67.06,21.31,2.14,0.0
20231015:1703,5563.3,740.19,54.98,21.16,2.83,0.0
20231015:1803,3586.1,464.94,41.7,20.88,3.17,0.0
20231015:1903,1270.9,173.99,28.04,21.7,3.52,0.0
20231015:2003,51.4,16.35,14.29,20.3,3.31,0.0
20231015:2103,0.0,0.0,0.0,19.08,2.76,0.0
20231015:2203,0.0,0.0,0.0,18.46,2.34,0.0
20231015:2303,0.0,0.0,0.0,18.19,2.0,0.0
20231016:0003,0.0,0.0,0.0,18.04,1.79,0.0
20231016:0103,0.0,0.0,0.0,18.08,1.86,0.0
20231016:0203,0.0,0.0,0.0,18.22,2.21,0.0
20231016:0303,0.0,0.0,0.0,18.17,1.79,0.0
20231016:0403,0.0,0.0,0.0,18.01,1.52,0.0
20231016:0503,0.0,0.0,0.0,17.94,1.38,0.0
20231016:0603,0.0,0.0,0.0,17.74,1.38,0.0
20231016:0703,0.0,0.0,0.0,18.01,1.1,0.0
20231016:0803,0.0,0.0,0.0,17.97,1.38,0.0
20231016:0903,124.7,28.18,6.3,17.98,1.24,0.0
20231016:1003,843.1,120.13,20.01,18.42,1.38,0.0
20231016:1103,1801.0,238.59,33.74,20.2,1.79,0.0
20231016:1203,5276.2,706.29,47.32,22.41,2.34,0.0
20231016:1303,6916.9,980.76,60.32,24.64,2.28,0.0
20231016:1403,7191.3,1052.72,71.35,26.43,1.93,0.0
20231016:1503,7109.1,1052.52,74.97,27.96,1.79,0.0
20231016:1603,5525.1,797.51,67.28,28.72,0.9,0.0
20231016:1703,4928.3,702.19,55.12,28.63,0.48,0.0
20231016:1803,3792.7,512.77,41.8,26.42,1.72,0.0
20231016:1903,237.0,45.21,28.13,28.01,0.21,0.0
20231016:2003,49.2,16.35,14.39,27.11,0.83,0.0
20231016:2103,0.0,0.0,0.0,25.55,1.66,0.0
20231016:2203,0.0,0.0,0.0,23.33,2.41,0.0
20231016:2303,0.0,0.0,0.0,21.6,3.45,0.0
20231017:0003,0.0,0.0,0.0,20.09,2.0,0.0
20231017:0103,0.0,0.0,0.0,20.1,1.52,0.0
20231017:0203,0.0,0.0,0.0,20.44,1.1,0.0
20231017:0303,0.0,0.0,0.0,20.43,0.62,0.0
20231017:0403,0.0,0.0,0.0,20.34,0.97,0.0
20231017:0503,0.0,0.0,0.0,20.16,0.97,0.0
20231017:0603,0.0,0.0,0.0,20.36,0.28,0.0
20231017:0703,0.0,0.0,0.0,19.02,1.17,0.0
20231017:0803,0.0,0.0,0.0,19.13,2.28,0.0
20231017:0903,87.2,22.12,6.48,19.18,2.83,0.0
20231017:1003,320.6,54.83,20.19,19.92,2.9,0.0
20231017:1103,526.3,81.76,33.93,21.65,2.55,0.0
20231017:1203,681.0,101.96,47.52,23.5,2.76,0.0
20231017:1303,628.5,96.19,60.56,25.68,3.03,0.0
20231017:1403,864.1,126.97,71.68,27.76,3.93,0.0
20231017:1503,1921.7,262.59,75.32,28.89,3.79,0.0
20231017:1603,1573.1,218.35,67.49,28.98,3.1,0.0
20231017:1703,2220.7,303.07,55.25,29.15,2.69,0.0
20231017:1803,946.3,138.51,41.91,28.87,2.14,0.0
20231017:1903,435.0,71.18,28.23,25.59,3.93,0.0
20231017:2003,50.0,16.35,14.48,24.51,1.66,0.0
20231017:2103,0.0,0.0,0.0,23.17,1.31,0.0
20231017:2203,0.0,0.0,0.0,22.06,2.07,0.0
20231017:2303,0.0,0.0,0.0,21.17,2.41,0.0
20231018:0003,0.0,0.0,0.0,20.6,2.0,0.0
20231018:0103,0.0,0.0,0.0,19.97,2.0,0.0
20231018:0203,0.0,0.0,0.0,19.39,1.72,0.0
20231018:0303,0.0,0.0,0.0,19.01,1.38,0.0
20231018:0403,0.0,0.0,0.0,18.69,1.17,0.0
20231018:0503,0.0,0.0,0.0,18.33,1.1,0.0
20231018:0603,0.0,0.0,0.0,17.96,0.97,0.0
20231018:0703,0.0,0.0,0.0,17.74,1.03,0.0
20231018:0803,0.0,0.0,0.0,17.42,1.31,0.0
20231018:0903,138.1,30.04,6.67,17.33,1.66,0.0
20231018:1003,638.5,94.26,20.36,17.53,2.34,0.0
20231018:1103,1681.0,220.91,34.11,18.34,3.1,0.0
20231018:1203,3262.4,420.3,47.71,20.18,3.45,0.0
20231018:1303,1708.9,227.0,60.79,20.94,3.38,0.0
20231018:1403,1348.1,182.76,71.99,21.19,3.66,0.0
20231018:1503,2039.5,268.36,75.67,21.53,3.79,0.0
20231018:1603,1850.0,244.32,67.7,21.31,4.14,0.0
20231018:1703,2125.3,278.0,55.39,21.23,4.48,0.0
20231018:1803,1716.3,226.82,42.01,20.51,4.34,0.0
20231018:1903,205.5,39.44,28.32,20.35,4.21,0.0
20231018:2003,51.8,16.35,14.58,19.13,3.86,0.0
20231018:2103,0.0,0.0,0.0,18.33,3.45,0.0
20231018:2203,0.0,0.0,0.0,17.68,3.31,0.0
20231018:2303,0.0,0.0,0.0,17.42,3.17,0.0
20231019:0003,0.0,0.0,0.0,17.2,3.17,0.0
20231019:0103,0.0,0.0,0.0,16.91,3.03,0.0
20231019:0203,0.0,0.0,0.0,16.84,2.76,0.0
20231019:0303,0.0,0.0,0.0,16.71,2.69,0.0
20231019:0403,0.0,0.0,0.0,16.63,2.76,0.0
20231019:0503,0.0,0.0,0.0,16.55,2.83,0.0
20231019:0603,0.0,0.0,0.0,16.36,2.76,0.0
20231019:0703,0.0,0.0,0.0,16.37,2.34,0.0
20231019:0803,0.0,0.0,0.0,16.32,2.55,0.0
20231019:0903,64.4,18.28,6.84,16.22,2.55,0.0
20231019:1003,926.2,129.03,20.54,16.84,3.38,0.0
20231019:1103,1963.2,253.61,34.28,17.48,3.79,0.0
20231019:1203,3226.6,410.91,47.9,18.05,3.72,0.0
20231019:1303,2996.6,384.53,61.02,18.78,3.59,0.0
20231019:1403,1479.8,197.18,72.31,19.22,3.59,0.0
20231019:1503,1769.0,232.77,76.02,19.61,3.72,0.0
20231019:1603,2653.5,341.73,67.91,19.19,3.86,0.0
20231019:1703,2341.1,302.06,55.52,18.92,4.0,0.0
20231019:1803,905.2,126.97,42.12,18.48,4.0,0.0
20231019:1903,194.2,37.51,28.42,17.83,3.93,0.0
20231019:2003,58.2,17.31,14.68,17.22,3.86,0.0
20231019:2103,0.0,0.0,0.0,16.65,3.52,0.0
20231019:2203,0.0,0.0,0.0,16.31,3.03,0.0
20231019:2303,0.0,0.0,0.0,16.19,2.76,0.0
20231020:0003,0.0,0.0,0.0,16.01,2.76,0.0
20231020:0103,0.0,0.0,0.0,15.82,2.83,0.0
20231020:0203,0.0,0.0,0.0,15.83,2.76,0.0
20231020:0303,0.0,0.0,0.0,15.73,2.76,0.0
20231020:0403,0.0,0.0,0.0,15.66,2.69,0.0
20231020:0503,0.0,0.0,0.0,15.65,2.48,0.0
20231020:0603,0.0,0.0,0.0,15.55,2.48,0.0
20231020:0703,0.0,0.0,0.0,15.68,2.62,0.0
20231020:0803,0.0,0.0,0.0,15.68,2.69,0.0
20231020:0903,70.5,19.24,7.02,15.75,2.41,0.0
20231020:1003,659.7,96.19,20.7,15.87,2.48,0.0
20231020:1103,363.6,59.64,34.45,16.56,2.55,0.0
20231020:1203,2773.8,354.67,48.08,17.18,2.69,0.0
20231020:1303,2928.9,375.37,61.24,17.76,2.97,0.0
20231020:1403,3906.5,502.94,72.61,18.13,3.03,0.0
20231020:1503,4235.4,549.97,76.36,18.93,2.9,0.0
20231020:1603,1552.8,205.84,68.11,18.77,3.24,0.0
20231020:1703,732.9,105.81,55.65,17.73,3.1,0.0
20231020:1803,783.0,111.58,42.22,17.07,3.24,0.0
20231020:1903,194.8,37.51,28.51,17.15,3.24,0.0
20231020:2003,58.3,17.31,14.78,16.76,2.97,0.0
20231020:2103,0.0,0.0,0.0,16.43,2.62,0.0
20231020:2203,0.0,0.0,0.0,16.2,2.28,0.0
20231020:2303,0.0,0.0,0.0,16.13,2.28,0.0
20231021:0003,0.0,0.0,0.0,16.08,2.28,0.0
20231021:0103,0.0,0.0,0.0,16.03,2.21,0.0
20231021:0203,0.0,0.0,0.0,15.89,2.14,0.0
20231021:0303,0.0,0.0,0.0,15.8,2.14,0.0
20231021:0403,0.0,0.0,0.0,15.8,2.21,0.0
20231021:0503,0.0,0.0,0.0,15.79,2.14,0.0
20231021:0603,0.0,0.0,0.0,15.74,2.21,0.0
20231021:0703,0.0,0.0,0.0,15.9,2.55,0.0
20231021:0803,0.0,0.0,0.0,15.79,2.07,0.0
20231021:0903,177.9,35.86,7.19,15.86,2.14,0.0
20231021:1003,1041.4,142.9,20.87,16.27,2.55,0.0
20231021:1103,1760.6,229.56,34.61,17.14,2.83,0.0
20231021:1203,1287.9,173.14,48.26,17.78,2.69,0.0
20231021:1303,2090.1,272.21,61.45,18.94,2.97,0.0
20231021:1403,2310.7,301.07,72.91,19.9,2.97,0.0
20231021:1503,2101.1,275.1,76.7,20.18,3.03,0.0
20231021:1603,5226.5,689.96,68.31,20.35,3.17,0.0
20231021:1703,2782.3,359.76,55.79,20.0,3.45,0.0
20231021:1803,2574.9,332.09,42.32,19.56,3.79,0.0
20231021:1903,242.7,44.25,28.61,18.73,3.93,0.0
20231021:2003,57.9,17.31,14.88,17.93,4.0,0.0
20231021:2103,0.0,0.0,0.0,17.12,3.86,0.0
20231021:2203,0.0,0.0,0.0,16.58,3.52,0.0
20231021:2303,0.0,0.0,0.0,16.27,3.17,0.0
20231022:0003,0.0,0.0,0.0,16.15,3.17,0.0
20231022:0103,0.0,0.0,0.0,15.87,2.9,0.0
20231022:0203,0.0,0.0,0.0,15.83,2.69,0.0
20231022:0303,0.0,0.0,0.0,15.53,2.41,0.0
20231022:0403,0.0,0.0,0.0,15.12,2.07,0.0
20231022:0503,0.0,0.0,0.0,14.93,2.07,0.0
20231022:0603,0.0,0.0,0.0,14.67,1.86,0.0
20231022:0703,0.0,0.0,0.0,14.91,2.14,0.0
20231022:0803,0.0,0.0,0.0,14.87,1.93,0.0
20231022:0903,166.6,33.78,7.36,15.14,1.66,0.0
20231022:1003,746.0,106.91,21.03,16.23,2.21,0.0
20231022:1103,1915.8,249.55,34.77,17.53,2.07,0.0
20231022:1203,3820.9,495.77,48.43,18.94,2.0,0.0
20231022:1303,5282.6,709.8,61.66,20.69,1.93,0.0
20231022:1403,7411.2,1066.76,73.21,22.22,1.86,0.0
20231022:1503,7517.5,1091.97,77.04,23.29,1.93,0.0
20231022:1603,6919.0,978.77,68.51,23.95,2.28,0.0
20231022:1703,6085.6,833.41,55.91,24.14,2.69,0.0
20231022:1803,4587.3,609.28,42.43,23.78,3.03,0.0
20231022:1903,1086.5,151.76,28.71,22.84,4.07,0.0
20231022:2003,62.6,18.28,14.98,20.9,3.93,0.0
20231022:2103,0.0,0.0,0.0,19.47,3.03,0.0
20231022:2203,0.0,0.0,0.0,18.45,2.62,0.0
20231022:2303,0.0,0.0,0.0,17.88,2.41,0.0
20231023:0003,0.0,0.0,0.0,17.55,2.28,0.0
20231023:0103,0.0,0.0,0.0,17.57,2.07,0.0
20231023:0203,0.0,0.0,0.0,17.54,2.14,0.0
20231023:0303,0.0,0.0,0.0,17.4,2.07,0.0
20231023:0403,0.0,0.0,0.0,17.21,1.72,0.0
